Date Time,Nominal Total,Risk Capital,Leverage
1/4/2017 8:30:00 AM,393340,100000,3.9334
1/4/2017 9:00:00 AM,393140,100000,3.9314
1/4/2017 9:30:00 AM,392960,100000,3.9296
1/4/2017 10:00:00 AM,393920,100000,3.9392
1/4/2017 10:30:00 AM,393360,100000,3.9336
1/4/2017 11:00:00 AM,394100,100000,3.941
1/4/2017 11:30:00 AM,394120,100000,3.9412
1/4/2017 12:00:00 PM,394660,100000,3.9466
1/4/2017 12:30:00 PM,394420,100000,3.9442
1/4/2017 1:00:00 PM,394500,100000,3.945
1/4/2017 1:30:00 PM,394640,100000,3.9464
1/4/2017 2:00:00 PM,394540,100000,3.9454
1/4/2017 2:30:00 PM,395100,100000,3.951
1/4/2017 3:00:00 PM,395000,100000,3.95
1/4/2017 3:30:00 PM,394960,100000,3.9496
1/4/2017 4:00:00 PM,394700,100000,3.947
1/4/2017 4:30:00 PM,394640,100000,3.9464
1/4/2017 5:00:00 PM,394680,100000,3.9468
1/4/2017 6:30:00 PM,394820,100000,3.9482
1/4/2017 7:00:00 PM,394640,100000,3.9464
1/5/2017 10:00:00 AM,396120,100817.28,3.9290883467596
1/5/2017 10:30:00 AM,396360,100817.28,3.93146889104725
1/5/2017 3:30:00 PM,396940,101974.56,3.89253947259003
1/5/2017 4:00:00 PM,396820,101974.56,3.89136270850298
1/5/2017 4:30:00 PM,396900,101974.56,3.89214721789435
1/5/2017 5:00:00 PM,397040,101974.56,3.89352010932923
1/5/2017 6:30:00 PM,396960,101974.56,3.89273559993787
1/5/2017 7:00:00 PM,396840,101974.56,3.89155883585082
1/5/2017 7:30:00 PM,396820,101974.56,3.89136270850298
1/5/2017 8:00:00 PM,396960,101974.56,3.89273559993787
1/5/2017 8:30:00 PM,397080,101974.56,3.89391236402491
1/5/2017 9:00:00 PM,397080,101974.56,3.89391236402491
1/5/2017 9:30:00 PM,397040,101974.56,3.89352010932923
1/5/2017 10:00:00 PM,397080,101974.56,3.89391236402491
1/5/2017 10:30:00 PM,397060,101974.56,3.89371623667707
1/5/2017 11:00:00 PM,397060,101974.56,3.89371623667707
1/5/2017 11:30:00 PM,397040,101974.56,3.89352010932923
1/6/2017 12:00:00 AM,396920,101974.56,3.89234334524219
1/6/2017 12:30:00 AM,396900,101974.56,3.89214721789435
1/6/2017 1:00:00 AM,396960,101974.56,3.89273559993787
1/6/2017 1:30:00 AM,396980,101974.56,3.89293172728571
1/6/2017 2:00:00 AM,397020,101974.56,3.89332398198139
1/6/2017 2:30:00 AM,396880,101974.56,3.89195109054651
1/6/2017 3:00:00 AM,396840,101974.56,3.89155883585082
1/6/2017 3:30:00 AM,396800,101974.56,3.89116658115514
1/6/2017 4:00:00 AM,396880,101974.56,3.89195109054651
1/6/2017 4:30:00 AM,396940,101974.56,3.89253947259003
1/6/2017 5:00:00 AM,396880,101974.56,3.89195109054651
1/6/2017 5:30:00 AM,397040,101974.56,3.89352010932923
1/6/2017 6:00:00 AM,396980,101974.56,3.89293172728571
1/6/2017 6:30:00 AM,397060,101974.56,3.89371623667707
1/6/2017 7:00:00 AM,397140,101974.56,3.89450074606843
1/6/2017 7:30:00 AM,397040,101974.56,3.89352010932923
1/6/2017 8:00:00 AM,396900,101974.56,3.89214721789435
1/6/2017 8:30:00 AM,397060,101974.56,3.89371623667707
1/6/2017 9:00:00 AM,397460,101974.56,3.89763878363388
1/6/2017 9:30:00 AM,397260,101974.56,3.89567751015547
1/6/2017 10:30:00 AM,398140,102191.84,3.89600578676341
1/6/2017 11:30:00 AM,399320,101609.12,3.92996219237013
1/6/2017 12:00:00 PM,400080,101609.12,3.93744183592969
1/6/2017 12:30:00 PM,400600,101609.12,3.94255948678623
1/6/2017 1:00:00 PM,400960,101609.12,3.94610247584075
1/6/2017 1:30:00 PM,400400,101609.12,3.94059115953371
1/6/2017 2:00:00 PM,400820,101609.12,3.94472464676399
1/6/2017 2:30:00 PM,401060,101609.12,3.94708663946701
1/6/2017 3:00:00 PM,400780,101609.12,3.94433098131349
1/6/2017 3:30:00 PM,400660,101609.12,3.94314998496198
1/6/2017 4:00:00 PM,400280,101609.12,3.9394101631822
1/6/2017 4:30:00 PM,400260,101609.12,3.93921333045695
1/6/2017 5:00:00 PM,400380,101609.12,3.94039432680846
1/8/2017 6:30:00 PM,400640,101609.12,3.94295315223673
1/8/2017 7:00:00 PM,400820,101609.12,3.94472464676399
1/8/2017 7:30:00 PM,400880,101609.12,3.94531514493975
1/8/2017 8:00:00 PM,400840,101609.12,3.94492147948924
1/8/2017 8:30:00 PM,400920,101609.12,3.94570881039025
1/8/2017 9:00:00 PM,400960,101609.12,3.94610247584075
1/8/2017 9:30:00 PM,400960,101609.12,3.94610247584075
1/8/2017 10:00:00 PM,400960,101609.12,3.94610247584075
1/8/2017 10:30:00 PM,400980,101609.12,3.946299308566
1/8/2017 11:00:00 PM,401020,101609.12,3.94669297401651
1/8/2017 11:30:00 PM,401020,101609.12,3.94669297401651
1/9/2017 12:00:00 AM,401060,101609.12,3.94708663946701
1/9/2017 12:30:00 AM,401080,101609.12,3.94728347219226
1/9/2017 1:00:00 AM,401080,101609.12,3.94728347219226
1/9/2017 1:30:00 AM,401120,101609.12,3.94767713764276
1/9/2017 2:00:00 AM,401240,101609.12,3.94885813399427
1/9/2017 2:30:00 AM,401340,101609.12,3.94984229762053
1/9/2017 3:00:00 AM,401220,101609.12,3.94866130126902
1/9/2017 3:30:00 AM,400980,101609.12,3.946299308566
1/9/2017 4:00:00 AM,400740,101609.12,3.94393731586299
1/9/2017 4:30:00 AM,400640,101609.12,3.94295315223673
1/9/2017 5:00:00 AM,400680,101609.12,3.94334681768723
1/9/2017 5:30:00 AM,400540,101609.12,3.94196898861047
1/9/2017 6:00:00 AM,400520,101609.12,3.94177215588522
1/9/2017 6:30:00 AM,400280,101609.12,3.9394101631822
1/9/2017 7:00:00 AM,400380,101609.12,3.94039432680846
1/9/2017 7:30:00 AM,400380,101609.12,3.94039432680846
1/9/2017 8:00:00 AM,400560,101609.12,3.94216582133572
1/9/2017 8:30:00 AM,400540,101609.12,3.94196898861047
1/9/2017 9:00:00 AM,400480,101609.12,3.94137849043472
1/9/2017 9:30:00 AM,400580,101609.12,3.94236265406097
1/9/2017 10:00:00 AM,401220,101609.12,3.94866130126902
1/9/2017 11:30:00 AM,401520,103026.4,3.89725351948627
1/9/2017 12:00:00 PM,401500,103026.4,3.8970593944853
1/9/2017 12:30:00 PM,401880,103026.4,3.90074776950374
1/9/2017 1:00:00 PM,401980,103026.4,3.90171839450859
1/9/2017 1:30:00 PM,401820,103026.4,3.90016539450083
1/9/2017 2:00:00 PM,401820,103026.4,3.90016539450083
1/9/2017 3:30:00 PM,402280,102903.68,3.9092868204519
1/10/2017 5:30:00 AM,402020,102520.96,3.92134447433969
1/10/2017 6:00:00 AM,402020,102520.96,3.92134447433969
1/10/2017 6:30:00 AM,401880,102520.96,3.91997889992446
1/10/2017 7:00:00 AM,401820,102520.96,3.91939365374651
1/10/2017 7:30:00 AM,401900,102520.96,3.92017398198378
1/10/2017 8:00:00 AM,401820,102520.96,3.91939365374651
1/10/2017 8:30:00 AM,401720,102520.96,3.91841824344992
1/10/2017 9:00:00 AM,401700,102520.96,3.91822316139061
1/10/2017 9:30:00 AM,401720,102520.96,3.91841824344992
1/10/2017 11:30:00 AM,403160,102078.24,3.9495195058222
1/10/2017 12:00:00 PM,403360,102078.24,3.95147878725182
1/10/2017 12:30:00 PM,403500,102078.24,3.95285028425255
1/10/2017 1:00:00 PM,403200,102078.24,3.94991136210812
1/10/2017 1:30:00 PM,403140,102078.24,3.94932357767924
1/11/2017 5:00:00 AM,402960,102052.8,3.94854428295941
1/11/2017 5:30:00 AM,402940,102052.8,3.94834830597495
1/11/2017 6:00:00 AM,402940,102052.8,3.94834830597495
1/11/2017 6:30:00 AM,402880,102052.8,3.94776037502156
1/11/2017 7:00:00 AM,403040,102052.8,3.94932819089726
1/11/2017 7:30:00 AM,402700,102052.8,3.94599658216139
1/11/2017 10:30:00 AM,403080,101830.08,3.95835886606394
1/11/2017 11:00:00 AM,403100,101830.08,3.95855527168397
1/11/2017 4:00:00 PM,403600,101467.36,3.97763379277829
1/11/2017 4:30:00 PM,403720,101467.36,3.97881643909923
1/11/2017 5:00:00 PM,403820,101467.36,3.97980197770002
1/11/2017 6:30:00 PM,403440,101467.36,3.97605693101703
1/11/2017 7:00:00 PM,403380,101467.36,3.97546560785656
1/12/2017 9:00:00 PM,403280,101204.64,3.98479753497468
1/12/2017 9:30:00 PM,403260,101204.64,3.98459991557699
1/12/2017 10:00:00 PM,403340,101204.64,3.98539039316774
1/12/2017 10:30:00 PM,403320,101204.64,3.98519277377006
1/12/2017 11:00:00 PM,403280,101204.64,3.98479753497468
1/12/2017 11:30:00 PM,403180,101204.64,3.98380943798624
1/13/2017 12:00:00 AM,403260,101204.64,3.98459991557699
1/13/2017 12:30:00 AM,403180,101204.64,3.98380943798624
1/13/2017 1:00:00 AM,403200,101204.64,3.98400705738393
1/13/2017 1:30:00 AM,403240,101204.64,3.98440229617931
1/13/2017 2:00:00 AM,403280,101204.64,3.98479753497468
1/13/2017 2:30:00 AM,403100,101204.64,3.98301896039549
1/13/2017 3:00:00 AM,403140,101204.64,3.98341419919087
1/13/2017 3:30:00 AM,403240,101204.64,3.98440229617931
1/13/2017 4:00:00 AM,403080,101204.64,3.9828213409978
1/13/2017 4:30:00 AM,402980,101204.64,3.98183324400937
1/13/2017 5:00:00 AM,403280,101204.64,3.98479753497468
1/13/2017 5:30:00 AM,403220,101204.64,3.98420467678162
1/13/2017 6:00:00 AM,403540,101204.64,3.98736658714462
1/13/2017 6:30:00 AM,403400,101204.64,3.98598325136081
1/13/2017 7:00:00 AM,403420,101204.64,3.98618087075849
1/13/2017 7:30:00 AM,403460,101204.64,3.98657610955387
1/13/2017 8:00:00 AM,403540,101204.64,3.98736658714462
1/13/2017 8:30:00 AM,403260,101204.64,3.98459991557699
1/13/2017 9:00:00 AM,403440,101204.64,3.98637849015618
1/13/2017 9:30:00 AM,403260,101204.64,3.98459991557699
1/13/2017 10:00:00 AM,404320,101204.64,3.99507374365444
1/13/2017 10:30:00 AM,404440,101204.64,3.99625946004057
